Randomizer Version: 4.1.0
Random Seed: 240989149044460
Settings String: 314WQMBDgLuAfEB9AGSAAIeIQgBagYANABAAR8aEgAAAAAABAKIMgQywYsICTIGBgAyE1Bva2Vtb24gQmxhY2sgMiAoVSmlUnh848M4ig==

--Randomized Evolutions--
Bulbasaur       -> Lotad          
220 Swinub        |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |          - |        - |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |After You |           - |    - |         - |          - |Endeavor |      - |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |          - |           - |          - |Superpower |         - |Icy Wind |        - |         - |           - |           - |          - |        - |
221 Piloswine     |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |          - |        - |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |          - |           - |          - |Superpower |         - |Icy Wind |Aqua Tail |         - |           - |           - |Hyper Voice |        - |
222 Corsola       |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |          - |        - |        - |        - |     - |       - |        - |     - |           - |         - |Ice Punch |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |     - |Stealth Rock |Sleep Talk |         - |Magic Coat |    - |Earth Power |        - |Gravity |          - |Iron Defense |          - |         - |         - |Icy Wind |        - |         - |Zen Headbutt |           - |          - |        - |
223 Remoraid      |Bind |Snore |        - |        - |        - |Role Play |        - |       - |         - |Pain Split |Giga Drain |Drain Punch |    - |       - |    - |         - |        - |Signal Beam |        - |Seed Bomb |        - |Bounce |Low Kick |Gunk Shot |     - |ThunderPunch |Fire Punch |Ice Punch |          - |         - |Spite |        - |Helping Hand |Trick |         - |          - |       - |      - |Recycle |     - |           - |Sleep Talk |         - |Magic Coat |    - |          - |        - |Gravity |          - |           - |          - |         - |Electroweb |Icy Wind |        - |         - |Zen Headbutt |           - |          - |        - |
224 Octillery     |Bind |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |Dual Chop |Signal Beam |        - |Seed Bomb |        - |Bounce |       - |Gunk Shot |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |Last Resort |         - |         - |Icy Wind |        - |         - |           - |           - |          - |        - |
225 Delibird      |   - |Snore |Knock Off |        - |        - |Role Play |Heal Bell |       - |Sky Attack |Pain Split |         - |Drain Punch |    - |       - |Covet |         - |        - |Signal Beam |        - |Seed Bomb |        - |Bounce |       - |Gunk Shot |     - |ThunderPunch |Fire Punch |Ice Punch |          - |         - |    - |        - |Helping Hand |    - |         - |          - |Endeavor |      - |Recycle |Snatch |Stealth Rock |Sleep Talk |         - |Magic Coat |    - |          - |        - |Gravity |          - |           - |Last Resort |         - |         - |Icy Wind |        - |         - |           - |           - |Hyper Voice |        - |
226 Mantine       |   - |Snore |        - |        - |        - |        - |        - |Tailwind |         - |         - |         - |          - |    - |       - |    - |         - |        - |Signal Beam |Iron Head |Seed Bomb |        - |Bounce |       - |Gunk Shot |     - |           - |         - |        - |          - |         - |    - |        - |Helping Hand |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |Skill Swap |         - |    - |          - |        - |      - |          - |           - |          - |         - |         - |Icy Wind |Aqua Tail |         - |           - |           - |          - |        - |
227 Skarmory      |Bind |Snore |        - |        - |Heat Wave |        - |        - |Tailwind |Sky Attack |         - |Giga Drain |          - |Roost |       - |    - |         - |        - |          - |Iron Head |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |       - |Outrage |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |Iron Defense |          - |         - |         - |Icy Wind |Aqua Tail |Dark Pulse |           - |Dragon Pulse |          - |Iron Tail |
228 Houndour      |   - |Snore |        - |        - |Heat Wave |Role Play |        - |       - |         - |         - |         - |          - |    - |       - |    - |Super Fang |        - |          - |        - |        - |        - |     - |       - |        - |Uproar |           - |         - |        - |          - |         - |Spite |        - |           - |    - |         - |          - |       - |      - |      - |Snatch |           - |Sleep Talk |         - |         - |    - |          - |Foul Play |      - |          - |           - |          - |         - |         - |       - |        - |Dark Pulse |           - |           - |Hyper Voice |Iron Tail |
229 Houndoom      |   - |Snore |        - |        - |Heat Wave |Role Play |        - |       - |         - |         - |         - |          - |    - |       - |    - |Super Fang |        - |          - |        - |        - |        - |     - |       - |        - |Uproar |           - |         - |        - |          - |         - |Spite |        - |           - |    - |         - |          - |       - |      - |      - |Snatch |           - |Sleep Talk |         - |         - |    - |          - |Foul Play |      - |          - |           - |          - |         - |         - |       - |        - |Dark Pulse |           - |           - |Hyper Voice |Iron Tail |
230 Kingdra       |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |Signal Beam |Iron Head |        - |        - |Bounce |       - |        - |     - |           - |         - |        - |Gastro Acid |         - |    - |        - |           - |    - |         - |          - |       - |Outrage |      - |Snatch |           - |Sleep Talk |         - |         - |Block |          - |        - |      - |          - |           - |          - |         - |         - |Icy Wind |        - |         - |           - |Dragon Pulse |          - |        - |
231 Phanpy        |   - |Snore |Knock Off |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |          - |        - |Seed Bomb |        - |     - |       - |Gunk Shot |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |          - |           - |Last Resort |Superpower |         - |       - |        - |         - |           - |           - |Hyper Voice |Iron Tail |
232 Donphan       |   - |Snore |Knock Off |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |Bug Bite |    - |         - |        - |          - |        - |Seed Bomb |        - |Bounce |       - |Gunk Shot |Uproar |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |     - |Stealth Rock |Sleep Talk |Skill Swap |         - |Block |Earth Power |        - |      - |          - |Iron Defense |Last Resort |Superpower |Electroweb |       - |        - |         - |           - |           - |Hyper Voice |Iron Tail |
233 Porygon2      |   - |Snore |        - |        - |Heat Wave |        - |        - |       - |         - |Pain Split |         - |          - |    - |       - |    - |         - |        - |Signal Beam |        - |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |Trick |         - |Wonder Room |       - |      - |Recycle |     - |           - |Sleep Talk |         - |Magic Coat |    - |Earth Power |Foul Play |Gravity |Magnet Rise |           - |Last Resort |         - |Electroweb |Icy Wind |        - |         - |Zen Headbutt |           - |          - |Iron Tail |
234 Stantler      |   - |Snore |        - |        - |        - |Role Play |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |Signal Beam |        - |        - |        - |Bounce |       - |        - |Uproar |           - |         - |        - |          - |         - |Spite |        - |           - |    - |Magic Room |          - |       - |      - |      - |     - |           - |Sleep Talk |Skill Swap |         - |    - |          - |        - |Gravity |          - |           - |Last Resort |         - |         - |       - |        - |         - |Zen Headbutt |           - |          - |Iron Tail |
235 Smeargle      |   - |    - |        - |        - |        - |        - |        - |       - |         - |Pain Split |Giga Drain |          - |    - |       - |    - |         - |        - |          - |        - |        - |Drill Run |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |         - |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |         - |       - |        - |         - |           - |           - |          - |        - |
236 Tyrogue       |   - |Snore |        - |        - |        - |Role Play |        - |       - |         - |         - |         - |          - |    - |       - |Covet |         - |        - |          - |        - |        - |        - |     - |Low Kick |        - |Uproar |           - |         - |        - |          - |         - |    - |        - |Helping Hand |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |         - |       - |        - |         - |           - |           - |          - |        - |
237 Hitmontop     |   - |Snore |        - |        - |        - |Role Play |Heal Bell |       - |         - |         - |Giga Drain |          - |    - |Bug Bite |Covet |         - |        - |Signal Beam |        - |        - |Drill Run |     - |Low Kick |        - |Uproar |           - |         - |Ice Punch |          - |         - |    - |        - |Helping Hand |Trick |Magic Room |          - |Endeavor |      - |Recycle |     - |           - |Sleep Talk |Skill Swap |Magic Coat |    - |          - |        - |      - |          - |Iron Defense |          - |         - |Electroweb |Icy Wind |        - |         - |Zen Headbutt |           - |          - |        - |
238 Smoochum      |   - |Snore |        - |        - |        - |Role Play |Heal Bell |       - |         - |         - |Giga Drain |          - |    - |Bug Bite |Covet |         - |        - |Signal Beam |        - |        - |        - |     - |       - |        - |Uproar |           - |         - |Ice Punch |          - |         - |    - |        - |Helping Hand |Trick |Magic Room |          - |       - |      - |Recycle |     - |           - |Sleep Talk |Skill Swap |Magic Coat |    - |          - |        - |      - |          - |Iron Defense |          - |         - |Electroweb |Icy Wind |        - |         - |Zen Headbutt |           - |          - |        - |
239 Elekid        |Bind |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |Covet |         - |Dual Chop |Signal Beam |        - |        - |        - |     - |Low Kick |        - |Uproar |ThunderPunch |Fire Punch |Ice Punch |          - |         - |    - |        - |Helping Hand |    - |         - |          - |       - |      - |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |          - |        - |      - |Magnet Rise |           - |          - |         - |Electroweb |       - |        - |         - |           - |           - |          - |Iron Tail |
240 Magby         |   - |Snore |        - |        - |Heat Wave |        - |        - |Tailwind |         - |         - |         - |          - |Roost |       - |Covet |         - |Dual Chop |          - |        - |        - |        - |     - |       - |        - |Uproar |ThunderPunch |Fire Punch |        - |          - |         - |    - |        - |Helping Hand |    - |         - |          - |Endeavor |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |         - |Icy Wind |        - |         - |           - |           - |          - |Iron Tail |
241 Miltank       |   - |Snore |        - |        - |        - |        - |Heal Bell |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |          - |Iron Head |        - |        - |     - |       - |        - |     - |ThunderPunch |Fire Punch |Ice Punch |          - |         - |    - |After You |Helping Hand |    - |         - |          - |       - |      - |      - |     - |Stealth Rock |Sleep Talk |         - |         - |Block |          - |        - |      - |          - |           - |          - |         - |         - |Icy Wind |        - |         - |Zen Headbutt |           - |          - |Iron Tail |
242 Blissey       |   - |Snore |        - |        - |        - |        - |Heal Bell |       - |         - |         - |         - |Drain Punch |    - |       - |Covet |         - |        - |          - |        - |        - |        - |     - |       - |        - |     - |ThunderPunch |Fire Punch |Ice Punch |          - |         - |    - |After You |Helping Hand |    - |         - |          - |Endeavor |      - |Recycle |Snatch |Stealth Rock |Sleep Talk |Skill Swap |         - |Block |          - |Foul Play |Gravity |          - |           - |Last Resort |         - |         - |Icy Wind |        - |         - |Zen Headbutt |           - |Hyper Voice |Iron Tail |
243 Raikou        |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |Signal Beam |Iron Head |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |       - |Outrage |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |Magnet Rise |           - |          - |         - |         - |       - |        - |         - |           - |Dragon Pulse |          - |Iron Tail |
244 Entei         |   - |Snore |        - |        - |Heat Wave |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |Dual Chop |          - |Iron Head |        - |        - |     - |Low Kick |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |Outrage |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |          - |           - |          - |Superpower |         - |       - |        - |         - |           - |Dragon Pulse |          - |Iron Tail |
245 Suicune       |   - |Snore |        - |        - |        - |        - |        - |Tailwind |         - |         - |         - |          - |    - |       - |    - |         - |        - |Signal Beam |Iron Head |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |         - |Icy Wind |        - |         - |           - |           - |          - |Iron Tail |
246 Larvitar      |   - |Snore |        - |        - |        - |        - |        - |       - |         - |Pain Split |         - |          - |    - |       - |    - |         - |        - |          - |Iron Head |        - |        - |     - |       - |        - |Uproar |           - |         - |        - |          - |         - |Spite |        - |           - |    - |         - |          - |       - |Outrage |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |          - |Iron Defense |          - |Superpower |         - |       - |        - |Dark Pulse |           - |           - |          - |Iron Tail |
247 Pupitar       |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |          - |Iron Head |        - |        - |     - |       - |        - |Uproar |ThunderPunch |         - |        - |          - |         - |Spite |        - |           - |    - |         - |          - |       - |Outrage |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |          - |Iron Defense |          - |Superpower |         - |       - |        - |Dark Pulse |           - |           - |          - |Iron Tail |
248 Tyranitar     |Bind |Snore |Knock Off |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |Bug Bite |Covet |         - |        - |          - |Iron Head |        - |        - |     - |Low Kick |Gunk Shot |Uproar |ThunderPunch |Fire Punch |Ice Punch |          - |         - |Spite |After You |           - |    - |         - |          - |       - |Outrage |      - |     - |Stealth Rock |Sleep Talk |         - |Magic Coat |Block |Earth Power |Foul Play |      - |          - |Iron Defense |          - |Superpower |         - |Icy Wind |Aqua Tail |Dark Pulse |           - |Dragon Pulse |          - |Iron Tail |
249 Lugia         |   - |Snore |        - |Synthesis |        - |        - |        - |Tailwind |Sky Attack |         - |Giga Drain |          - |Roost |       - |    - |         - |        - |Signal Beam |Iron Head |        - |        - |     - |       - |        - |     - |ThunderPunch |         - |        - |          - |         - |    - |        - |           - |Trick |         - |Wonder Room |       - |      - |      - |     - |           - |Sleep Talk |Skill Swap |         - |    - |Earth Power |        - |      - |          - |           - |          - |         - |         - |Icy Wind |Aqua Tail |         - |Zen Headbutt |Dragon Pulse |Hyper Voice |Iron Tail |
250 Ho-Oh         |   - |Snore |        - |Synthesis |Heat Wave |        - |        - |Tailwind |Sky Attack |         - |Giga Drain |          - |Roost |       - |    - |         - |        - |Signal Beam |Iron Head |Seed Bomb |        - |     - |       - |        - |Uproar |           - |         - |        - |          - |Worry Seed |    - |        - |Helping Hand |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |Skill Swap |         - |Block |Earth Power |        - |Gravity |          - |           - |          - |         - |         - |       - |        - |         - |Zen Headbutt |           - |Hyper Voice |        - |
251 Celebi        |   - |Snore |        - |Synthesis |        - |        - |Heal Bell |       - |         - |         - |Giga Drain |          - |    - |       - |    - |         - |        - |Signal Beam |        - |Seed Bomb |        - |     - |       - |        - |Uproar |           - |         - |        - |          - |Worry Seed |    - |        - |Helping Hand |Trick |Magic Room |Wonder Room |       - |      - |      - |     - |Stealth Rock |Sleep Talk |Skill Swap |Magic Coat |    - |Earth Power |        - |      - |          - |           - |Last Resort |         - |         - |       - |        - |         - |Zen Headbutt |           - |          - |        - |
252 Treecko       |   - |Snore |        - |Synthesis |        - |        - |        - |Tailwind |         - |         - |Giga Drain |Drain Punch |    - |       - |    - |         - |        - |          - |        - |Seed Bomb |        - |     - |Low Kick |        - |     - |ThunderPunch |         - |        - |          - |Worry Seed |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |         - |       - |        - |         - |           - |           - |          - |Iron Tail |
253 Grovyle       |   - |Snore |        - |Synthesis |        - |        - |        - |       - |         - |         - |Giga Drain |Drain Punch |    - |       - |    - |         - |        - |          - |        - |Seed Bomb |        - |     - |Low Kick |        - |     - |ThunderPunch |         - |        - |          - |Worry Seed |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |Snatch |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |         - |       - |        - |         - |           - |           - |          - |Iron Tail |
254 Sceptile      |   - |Snore |        - |Synthesis |        - |        - |        - |       - |         - |         - |Giga Drain |Drain Punch |    - |       - |    - |         - |        - |          - |        - |Seed Bomb |        - |     - |Low Kick |        - |     - |ThunderPunch |         - |        - |          - |Worry Seed |    - |        - |           - |    - |         - |          - |Endeavor |Outrage |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |Foul Play |      - |          - |           - |          - |         - |         - |       - |        - |         - |           - |Dragon Pulse |          - |Iron Tail |
255 Torchic       |   - |Snore |        - |        - |Heat Wave |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |        - |          - |        - |        - |        - |Bounce |Low Kick |        - |     - |           - |         - |        - |          - |         - |    - |        - |Helping Hand |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |Last Resort |         - |         - |       - |        - |         - |           - |           - |Hyper Voice |        - |
256 Combusken     |   - |Snore |        - |        - |Heat Wave |        - |Heal Bell |       - |         - |         - |Giga Drain |          - |    - |       - |    - |         - |Dual Chop |Signal Beam |        - |        - |        - |Bounce |Low Kick |        - |     - |ThunderPunch |Fire Punch |        - |          - |         - |    - |After You |Helping Hand |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |Skill Swap |         - |    - |          - |        - |      - |Magnet Rise |           - |Last Resort |         - |Electroweb |       - |        - |         - |           - |           - |          - |Iron Tail |
257 Blaziken      |   - |Snore |Knock Off |        - |Heat Wave |Role Play |        - |       - |         - |         - |Giga Drain |Drain Punch |    - |       - |    - |         - |Dual Chop |Signal Beam |        - |        - |        - |Bounce |Low Kick |        - |     - |ThunderPunch |Fire Punch |Ice Punch |          - |         - |    - |        - |Helping Hand |Trick |Magic Room |Wonder Room |       - |      - |Recycle |Snatch |Stealth Rock |Sleep Talk |Skill Swap |Magic Coat |Block |Earth Power |Foul Play |Gravity |          - |Iron Defense |Last Resort |Superpower |         - |       - |Aqua Tail |         - |Zen Headbutt |           - |          - |Iron Tail |
258 Mudkip        |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |    - |         - |Dual Chop |          - |        - |        - |        - |     - |Low Kick |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |          - |           - |          - |Superpower |         - |Icy Wind |Aqua Tail |         - |           - |           - |          - |Iron Tail |
259 Marshtomp     |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |Roost |       - |    - |         - |        - |          - |        - |        - |        - |     - |Low Kick |        - |     - |           - |         - |Ice Punch |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |Foul Play |      - |          - |           - |          - |Superpower |         - |Icy Wind |Aqua Tail |         - |           - |           - |          - |Iron Tail |
260 Swampert      |   - |Snore |        - |        - |        - |        - |        - |       - |         - |Pain Split |         - |          - |    - |       - |    - |         - |Dual Chop |          - |        - |        - |        - |     - |Low Kick |        - |Uproar |ThunderPunch |         - |Ice Punch |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |Outrage |      - |Snatch |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |          - |           - |          - |Superpower |         - |Icy Wind |Aqua Tail |         - |           - |           - |          - |Iron Tail |
261 Poochyena     |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |Covet |Super Fang |        - |          - |        - |        - |        - |     - |       - |        - |Uproar |           - |         - |        - |          - |         - |Spite |        - |           - |    - |         - |          - |       - |      - |      - |Snatch |           - |Sleep Talk |         - |         - |    - |          - |Foul Play |      - |          - |           - |          - |         - |         - |       - |        - |Dark Pulse |           - |           - |Hyper Voice |Iron Tail |
262 Mightyena     |   - |Snore |        - |        - |        - |        - |        - |       - |Sky Attack |         - |         - |          - |    - |       - |Covet |Super Fang |        - |          - |        - |        - |        - |     - |       - |        - |Uproar |           - |         - |        - |          - |         - |Spite |        - |           - |    - |         - |          - |       - |      - |      - |Snatch |           - |Sleep Talk |         - |         - |    - |          - |Foul Play |      - |          - |           - |          - |         - |         - |       - |        - |Dark Pulse |           - |           - |Hyper Voice |Iron Tail |
263 Zigzagoon     |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |Covet |Super Fang |        - |          - |        - |Seed Bomb |        - |     - |       - |Gunk Shot |     - |           - |         - |        - |          - |         - |    - |        - |Helping Hand |Trick |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |Last Resort |         - |         - |Icy Wind |        - |         - |           - |           - |Hyper Voice |Iron Tail |
264 Linoone       |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |       - |Covet |Super Fang |        - |          - |        - |Seed Bomb |        - |     - |       - |Gunk Shot |     - |           - |         - |        - |          - |         - |    - |        - |Helping Hand |Trick |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |Last Resort |         - |         - |Icy Wind |        - |         - |           - |           - |Hyper Voice |Iron Tail |
265 Wurmple       |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |Bug Bite |    - |         - |        - |          - |        - |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |         - |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |Electroweb |       - |        - |         - |           - |           - |          - |        - |
266 Silcoon       |   - |    - |        - |        - |        - |        - |        - |       - |         - |         - |         - |          - |    - |Bug Bite |    - |         - |        - |          - |        - |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |         - |         - |         - |    - |          - |        - |      - |          - |Iron Defense |          - |         - |Electroweb |       - |        - |         - |           - |           - |          - |        - |
267 Beautifly     |   - |Snore |        - |        - |        - |        - |        - |Tailwind |         - |         - |Giga Drain |          - |Roost |Bug Bite |    - |         - |        - |Signal Beam |        - |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |Electroweb |       - |        - |         - |           - |           - |          - |        - |
268 Cascoon       |   - |Snore |        - |        - |        - |        - |        - |       - |         - |         - |Giga Drain |          - |    - |Bug Bite |    - |         - |        - |Signal Beam |        - |        - |        - |Bounce |       - |        - |     - |           - |         - |Ice Punch |Gastro Acid |         - |    - |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |Magnet Rise |Iron Defense |          - |         - |Electroweb |       - |        - |         - |           - |Dragon Pulse |          - |        - |
269 Dustox        |   - |Snore |        - |        - |        - |        - |        - |Tailwind |         - |         - |Giga Drain |          - |Roost |Bug Bite |    - |         - |        - |Signal Beam |        - |        - |        - |     - |       - |        - |     - |           - |         - |        - |          - |         - |    - |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |Electroweb |Icy Wind |        - |         - |           - |           - |          - |        - |
270 Lotad         |Bind |Snore |Knock Off |Synthesis |        - |        - |        - |       - |         - |         - |Giga Drain |          - |    - |       - |    - |         - |        - |          - |        - |Seed Bomb |        - |     - |       - |        - |Uproar |           - |         - |        - |          - |Worry Seed |    - |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |         - |Icy Wind |        - |         - |Zen Headbutt |           - |          - |        - |
271 Lombre        |   - |Snore |        - |Synthesis |        - |        - |        - |       - |         - |Pain Split |Giga Drain |Drain Punch |    - |       - |    - |         - |        - |          - |        - |Seed Bomb |        - |     - |       - |        - |Uproar |ThunderPunch |Fire Punch |Ice Punch |Gastro Acid |Worry Seed |    - |After You |           - |Trick |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |Earth Power |        - |      - |Magnet Rise |           - |          - |         - |         - |Icy Wind |        - |         - |Zen Headbutt |           - |Hyper Voice |        - |
272 Ludicolo      |Bind |Snore |Knock Off |Synthesis |        - |        - |        - |       - |         - |         - |Giga Drain |Drain Punch |    - |       - |    - |         - |        - |Signal Beam |        - |Seed Bomb |        - |     - |       - |Gunk Shot |Uproar |ThunderPunch |Fire Punch |Ice Punch |          - |Worry Seed |Spite |        - |Helping Hand |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |        - |      - |          - |           - |          - |         - |         - |Icy Wind |        - |         - |Zen Headbutt |           - |Hyper Voice |        - |
273 Seedot        |Bind |Snore |        - |Synthesis |Heat Wave |        - |        - |       - |         - |         - |Giga Drain |          - |    - |       - |Covet |         - |        - |Signal Beam |        - |Seed Bomb |        - |     - |       - |Gunk Shot |Uproar |           - |         - |        - |          - |Worry Seed |Spite |        - |           - |    - |         - |          - |       - |      - |Recycle |     - |           - |Sleep Talk |         - |Magic Coat |    - |          - |Foul Play |Gravity |Magnet Rise |Iron Defense |          - |         - |         - |       - |        - |         - |           - |           - |          - |        - |
274 Nuzleaf       |   - |Snore |        - |Synthesis |        - |        - |        - |       - |         - |         - |Giga Drain |          - |    - |       - |    - |         - |        - |          - |        - |Seed Bomb |        - |     - |Low Kick |        - |     - |           - |         - |        - |          - |Worry Seed |Spite |        - |           - |    - |         - |          - |       - |      - |      - |     - |           - |Sleep Talk |         - |         - |    - |          - |Foul Play |      - |          - |           - |          - |         - |         - |       - |        - |Dark Pulse |           - |           - |          - |Iron Tail |
275 Shiftry       |   - |Snore |Knock Off |Synthesis |        - |        - |        - |Tailwind |         - |         - |Giga Drain |          - |    - |       - |Covet |         - |        - |          - |Iron Head |Seed Bomb |        - |Bounce |Low Kick |        - |Uproar |           - |         - |        - |          - |Worry Seed |Spite |        - |Helping Hand |    - |         - |          - |       - |      - |Recycle |     - |           - |Sleep Talk |         - |         - |Block |          - |Foul Play |Gravity |          - |           - |Last Resort |         - |         - |Icy Wind |        - |Dark Pulse |           - |           - |Hyper Voice |        - |
276 Taillow       |   - |Snore |        - |        - |Heat Wave |        - |        - |Tailwind |         - |         - |         - |          - |Roost |       - |    - |         - |        - |          - |        - |        - |        - |     - |Low Kick |        - |     - |           - |         - |Ice Punch |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |Foul Play |      - |          - |           - |          - |Superpower |         - |Icy Wind |Aqua Tail |         - |           - |           - |          - |Iron Tail |
277 Swellow       |   - |Snore |        - |        - |Heat Wave |        - |        - |Tailwind |Sky Attack |         - |         - |          - |Roost |       - |    - |         - |        - |          - |        - |        - |        - |     - |Low Kick |        - |     - |           - |         - |Ice Punch |          - |         - |    - |        - |           - |    - |         - |          - |Endeavor |      - |      - |     - |Stealth Rock |Sleep Talk |         - |         - |    - |Earth Power |Foul Play |      - |          - |           - |          - |Superpower |         - |Icy Wind |Aqua Tail |         - |           - |           - |          - |Iron Tail |
